slug,latin_name,query_name,rank,kingdom,phylum,class_name,order_name,family,genus,species,scientific_name,match_type,confidence
ribes-sanguineum,Ribes sanguineum,Ribes sanguineum,species,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,sanguineum,Ribes sanguineum Pursh,EXACT,99
rissoa-membranacea,Rissoa membranacea,Rissoa membranacea,species,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa,membranacea,"Rissoa membranacea (J.Adams, 1800)",EXACT,99
rodentia,Rodentia,Rodentia,order,Animalia,Chordata,Mammalia,Rodentia,,,,Rodentia,EXACT,94
rosa-arvensis,Rosa arvensis,Rosa arvensis,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,arvensis,Rosa arvensis Huds.,EXACT,97
rosa-canina,Rosa canina,Rosa canina,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,canina,Rosa canina L.,EXACT,97
rosa-chinensis,Rosa chinensis,Rosa chinensis,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,chinensis,Rosa chinensis Jacq.,EXACT,98
rosa-multiflora,Rosa multiflora,Rosa multiflora,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,multiflora,Rosa multiflora Thunb.,EXACT,97
rosa-rubiginosa,Rosa rubiginosa,Rosa rubiginosa,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,rubiginosa,Rosa rubiginosa L.,EXACT,97
rosa-rugosa,Rosa rugosa,Rosa rugosa,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,rugosa,Rosa rugosa Thunb.,EXACT,97
rosa-spec,Rosa spec.,Rosa spec.,genus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,,Rosa L.,HIGHERRANK,92
rosa-spinosissima,Rosa spinosissima,Rosa spinosissima,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,spinosissima,Rosa spinosissima L.,EXACT,97
rosmarinus-officinalis,Rosmarinus officinalis,Rosmarinus officinalis,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,rosmarinus,Rosmarinus officinalis L.,EXACT,98
rubus-armeniacus,Rubus armeniacus,Rubus armeniacus,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,armeniacus,Rubus armeniacus Focke,EXACT,99
rubus-laciniatus,Rubus laciniatus,Rubus laciniatus,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,laciniatus,Rubus laciniatus Willd.,EXACT,97
rubus-odoratus,Rubus odoratus,Rubus odoratus,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,odoratus,Rubus odoratus L.,EXACT,99
rudbeckia-laciniata,Rudbeckia laciniata,Rudbeckia laciniata,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Rudbeckia,laciniata,Rudbeckia laciniata L.,EXACT,99
rumex,Rumex,Rumex,genus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,,Rumex L.,EXACT,94
rumex-acetosa,Rumex acetosa,Rumex acetosa,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rumex,acetosa,Rumex acetosa L.,EXACT,99
salix,Salix,,unmatched,,,,,,,,,,
salix-cinerea,Salix cinerea,Salix cinerea,species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,cinerea,Salix cinerea L.,EXACT,97
salix-gmelinii,Salix gmelinii,Salix gmelinii,species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,gmelinii,Salix gmelinii Pall.,EXACT,97
salvia,Salvia,Salvia,genus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,,Salvia L.,EXACT,94
salvia-argentea,Salvia argentea,Salvia argentea,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,argentea,Salvia argentea L.,EXACT,97
salvia-guaranitica,Salvia guaranitica,Salvia guaranitica,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,guaranitica,Salvia guaranitica A.St.-Hil. ex Benth.,EXACT,97
salvia-viridis,Salvia viridis,Salvia viridis,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,viridis,Salvia viridis L.,EXACT,99
sambucus-nigra-laciniata,Sambucus nigra 'Laciniata',Sambucus nigra 'Laciniata',species,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Sambucus,nigra,Sambucus nigra L.,HIGHERRANK,97
santolina-chamaecyparissus,Santolina chamaecyparissus,Santolina chamaecyparissus,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Santolina,chamaecyparissus,Santolina chamaecyparissus L.,EXACT,99
sarcophagidae,Sarcophagidae,Sarcophagidae,family,Animalia,Arthropoda,Insecta,Diptera,Sarcophagidae,,,Sarcophagidae,EXACT,94
sarcophagidae-indet,Sarcophagidae indet.,Sarcophagidae indet.,family,Animalia,Arthropoda,Insecta,Diptera,Sarcophagidae,,,Sarcophagidae,HIGHERRANK,94
sawadaea-bicornis,Sawadaea bicornis,Sawadaea bicornis,species,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,Sawadaea,bicornis,Sawadaea bicornis (Wallr.) Homma,EXACT,98
scabiosa-columbaria,Scabiosa columbaria,Scabiosa columbaria,species,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Scabiosa,columbaria,Scabiosa columbaria L.,EXACT,97
scardinius-erythrophthalmus,Scardinius erythrophthalmus,Scardinius erythrophthalmus,species,Animalia,Chordata,,Cypriniformes,Cyprinidae,Scardinius,erythrophthalmus,"Scardinius erythrophthalmus (Linnaeus, 1758)",EXACT,99
schizophora,Schizophora,Schizophora,genus,Chromista,Foraminifera,Globothalamea,Lituolida,Spiroplectamminidae,Schizophora,,"Schizophora Reuss, 1861",EXACT,94
sciapus-platypterus,Sciapus platypterus,Sciapus platypterus,species,Animalia,Arthropoda,Insecta,Diptera,Dolichopodidae,Sciapus,platypterus,"Sciapus platypterus (Fabricius, 1805)",EXACT,99
sciota-rhenella,Sciota rhenella,Sciota rhenella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Sciota,rhenella,"Sciota rhenella Zincken, 1818",EXACT,97
scoliopteryx-libatrix,Scoliopteryx libatrix,Scoliopteryx libatrix,species,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Scoliopteryx,libatrix,"Scoliopteryx libatrix Linnaeus, 1758",EXACT,99
scolopostethus-decoratus,Scolopostethus decoratus,Scolopostethus decoratus,species,Animalia,Arthropoda,Insecta,Hemiptera,Rhyparochromidae,Scolopostethus,decoratus,"Scolopostethus decoratus (Hahn, 1833)",EXACT,99
scoparia-basistrigalis-ambigualis,Scoparia basistrigalis/ambigualis,Scoparia basistrigalis/ambigualis,species,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Scoparia,basistrigalis,"Scoparia basistrigalis Knaggs, 1866",EXACT,99
scraptiidae-indet,Scraptiidae indet.,Scraptiidae indet.,family,Animalia,Arthropoda,Insecta,Coleoptera,Scraptiidae,,,Scraptiidae,HIGHERRANK,94
scrophularia-auriculata,Scrophularia auriculata,Scrophularia auriculata,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,auriculata,Scrophularia auriculata L.,EXACT,97
scrophularia-umbrosa,Scrophularia umbrosa,Scrophularia umbrosa,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,umbrosa,Scrophularia umbrosa Dumort.,EXACT,97
scutellaria-columnae,Scutellaria columnae,Scutellaria columnae,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,columnae,Scutellaria columnae All.,EXACT,98
scutigera-coleoptrata,Scutigera coleoptrata,Scutigera coleoptrata,species,Animalia,Arthropoda,Chilopoda,Scutigeromorpha,Scutigeridae,Scutigera,coleoptrata,"Scutigera coleoptrata Linnaeus, 1758",EXACT,99
scymnus-schmidti-gr,Scymnus schmidti-gr,Scymnus schmidti-gr,kingdom,Animalia,,,,,,,Animalia,HIGHERRANK,92
scythropia-crataegella,Scythropia crataegella,Scythropia crataegella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Yponomeutidae,Scythropia,crataegella,"Scythropia crataegella (Linnaeus, 1767)",EXACT,99
sedum,Sedum,Sedum,genus,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,,Sedum L.,EXACT,94
sedum-pallidum,Sedum pallidum,Sedum pallidum,species,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sedum,pallidum,Sedum pallidum M.Bieb.,EXACT,97
segestria-florentina,Segestria florentina,Segestria florentina,species,Animalia,Arthropoda,Arachnida,Araneae,Segestriidae,Segestria,florentina,"Segestria florentina (Rossi, 1790)",EXACT,99
seioptera-vibrans,Seioptera vibrans,Seioptera vibrans,species,Animalia,Arthropoda,Insecta,Diptera,Ulidiidae,Seioptera,vibrans,"Seioptera vibrans (Linnaeus, 1758)",EXACT,99
sempervivum-tectorum,Sempervivum tectorum,Sempervivum tectorum,species,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Crassulaceae,Sempervivum,tectorum,Sempervivum tectorum L.,EXACT,97
senecio-sarracenicus,Senecio sarracenicus,Senecio sarracenicus,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Senecio,sarracenicus,Senecio sarracenicus L.,EXACT,97
sepsis-spec,Sepsis spec.,Sepsis spec.,genus,Animalia,Arthropoda,Insecta,Diptera,Sepsidae,Sepsis,,"Sepsis Fallén, 1810",HIGHERRANK,94
silene,Silene,,unmatched,,,,,,,,,,
siproeta-epaphus,Siproeta epaphus,Siproeta epaphus,species,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Siproeta,epaphus,"Siproeta epaphus (Latreille, 1813)",EXACT,99
sisymbrium-orientale,Sisymbrium orientale,Sisymbrium orientale,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Sisymbrium,orientale,Sisymbrium orientale L.,EXACT,99
skimmia-japonica,Skimmia japonica,Skimmia japonica,species,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Skimmia,japonica,Skimmia japonica Thunb.,EXACT,97
solanaceae,Solanaceae,Solanaceae,family,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,,,Solanaceae,EXACT,94
solanum,Solanum,Solanum,genus,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,,Solanum L.,HIGHERRANK,92
solanum-lycopersicum,Solanum lycopersicum,Solanum lycopersicum,species,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,lycopersicum,Solanum lycopersicum L.,EXACT,98
sorbaria-sorbifolia,Sorbaria sorbifolia,Sorbaria sorbifolia,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Sorbaria,sorbifolia,Sorbaria sorbifolia (L.) A.Braun,EXACT,99
sorbus-aria,Sorbus aria,Sorbus aria,family,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,Rosaceae,HIGHERRANK,97
sorbus-intermedia,Sorbus intermedia,Sorbus intermedia,family,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,,,Rosaceae,HIGHERRANK,97
spergularia-rubra,Spergularia rubra,Spergularia rubra,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Spergularia,rubra,Spergularia rubra (L.) J.Presl & C.Presl,EXACT,99
sphaeroderma-spec,Sphaeroderma spec.,,unmatched,,,,,,,,,,
sphaeromias-spec,Sphaeromias spec.,Sphaeromias spec.,genus,Animalia,Arthropoda,Insecta,Diptera,Ceratopogonidae,Sphaeromias,,"Sphaeromias Curtis, 1829",HIGHERRANK,94
sphecodes-albilabris,Sphecodes albilabris,Sphecodes albilabris,species,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Sphecodes,albilabris,"Sphecodes albilabris (Fabricius, 1793)",EXACT,99
sphecodes-spec,Sphecodes spec.,Sphecodes spec.,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,Sphecodes,,"Sphecodes Latreille, 1804",HIGHERRANK,92
spilosoma-lutea,Spilosoma lutea,Spilosoma lutea,species,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Spilarctia,lutea,"Spilosoma lutea (Hufnagel, 1766)",EXACT,98
spilosoma-urticae,Spilosoma urticae,Spilosoma urticae,species,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Spilosoma,urticae,"Spilosoma urticae Esper, 1789",EXACT,99
spintherophyta,Spintherophyta,Spintherophyta,genus,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Spintherophyta,,"Spintherophyta Dejean, 1836",EXACT,94
splanchnonema-platani,Splanchnonema platani,Splanchnonema platani,species,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleomassariaceae,Splanchnonema,platani,Splanchnonema platani M.E.Barr,EXACT,99
squalius-cephalus,Squalius cephalus,Squalius cephalus,species,Animalia,Chordata,,Cypriniformes,Cyprinidae,Squalius,cephalus,"Squalius cephalus (Linnaeus, 1758)",EXACT,99
stagonomus-venustissimus,Stagonomus venustissimus,Stagonomus venustissimus,species,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Eysarcoris,venustissimus,"Stagonomus venustissimus (Schrank, 1776)",EXACT,98
staphylea-pinnata,Staphylea pinnata,Staphylea pinnata,species,Plantae,Tracheophyta,Magnoliopsida,Crossosomatales,Staphyleaceae,Staphylea,pinnata,Staphylea pinnata L.,EXACT,99
stegania-trimaculata,Stegania trimaculata,Stegania trimaculata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Stegania,trimaculata,"Stegania trimaculata (Villers, 1789)",EXACT,99
stelis-punctulatissima,Stelis punctulatissima,Stelis punctulatissima,species,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Stelis,punctulatissima,"Stelis punctulatissima (Kirby, 1802)",EXACT,99
stemonitis-axifera,Stemonitis axifera,Stemonitis axifera,species,Protozoa,Mycetozoa,Myxomycetes,Stemonitidales,Stemonitidaceae,Stemonitis,axifera,"Stemonitis axifera (Bull.) T.Macbr., 1899",EXACT,99
stenolophus-mixtus,Stenolophus mixtus,Stenolophus mixtus,species,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Stenolophus,mixtus,"Stenolophus mixtus (Herbst, 1784)",EXACT,99
sterninae,Sterninae,,unmatched,,,,,,,,,,
stevenia-deceptoria,Stevenia deceptoria,Stevenia deceptoria,species,Animalia,Arthropoda,Insecta,Diptera,Calliphoridae,Stevenia,deceptoria,"Stevenia deceptoria (Loew, 1847)",EXACT,99
stratiomys-singularior,Stratiomys singularior,Stratiomys singularior,species,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Stratiomys,singularior,"Stratiomys singularior (Harris, 1776)",EXACT,99
stricticollis-tobias,Stricticollis tobias,Stricticollis tobias,species,Animalia,Arthropoda,Insecta,Coleoptera,Anthicidae,Stricticollis,tobias,"Stricticollis tobias De Marseul, 1879",EXACT,99
stropharia-rugosoannulata,Stropharia rugosoannulata,Stropharia rugosoannulata,species,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,Stropharia,rugosoannulata,Stropharia rugosoannulata Farl. ex Murrill,EXACT,98
subacronicta-megacephala,Subacronicta megacephala,Subacronicta megacephala,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Acronicta,megacephala,"Subacronicta megacephala (Denis & Schiffermüller, 1775)",EXACT,98
succisa-pratensis,Succisa pratensis,Succisa pratensis,species,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Succisa,pratensis,Succisa pratensis Moench,EXACT,99
suillia-spec,Suillia spec.,Suillia spec.,genus,Animalia,Arthropoda,Insecta,Diptera,Heleomyzidae,Suillia,,"Suillia Robineau-Desvoidy, 1830",HIGHERRANK,94
swammerdamia-pyrella,Swammerdamia pyrella,Swammerdamia pyrella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Yponomeutidae,Swammerdamia,pyrella,"Swammerdamia pyrella de Villiers, 1789",EXACT,99
symmorphus-crassicornis,Symmorphus crassicornis,Symmorphus crassicornis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Eumenidae,Symmorphus,crassicornis,"Symmorphus crassicornis (Panzer, 1796)",EXACT,99
symphoricarpos-albus,Symphoricarpos albus,Symphoricarpos albus,species,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Symphoricarpos,albus,Symphoricarpos albus (L.) K.Koch,EXACT,97
symphyta-indet,Symphyta indet.,Symphyta indet.,genus,Animalia,Arthropoda,Insecta,Lepidoptera,Lasiocampidae,Symphyta,,"Symphyta Turner, 1902",HIGHERRANK,94
symplecta-stictica,Symplecta stictica,Symplecta stictica,species,Animalia,Arthropoda,Insecta,Diptera,Limoniidae,Symplecta,stictica,"Symplecta stictica (Meigen, 1818)",EXACT,99
synanthedon-tipuliformis,Synanthedon tipuliformis,Synanthedon tipuliformis,species,Animalia,Arthropoda,Insecta,Lepidoptera,Sesiidae,Synanthedon,tipuliformis,"Synanthedon tipuliformis (Clerck, 1759)",EXACT,99
syrphus-ribesii,Syrphus ribesii,Syrphus ribesii,species,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Syrphus,ribesii,"Syrphus ribesii (Linnaeus, 1758)",EXACT,99
tachycixius-pilosus,Tachycixius pilosus,Tachycixius pilosus,species,Animalia,Arthropoda,Insecta,Hemiptera,Cixiidae,Tachycixius,pilosus,"Tachycixius pilosus (Olivier, 1791)",EXACT,99
tachydromia,Tachydromia,Tachydromia,genus,Animalia,Arthropoda,Insecta,Diptera,Hybotidae,Tachydromia,,"Tachydromia Meigen, 1803",EXACT,94
tachysphex-pompiliformis,Tachysphex pompiliformis,Tachysphex pompiliformis,species,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Tachysphex,pompiliformis,"Tachysphex pompiliformis (Panzer, 1804)",EXACT,99
tagetes-erecta,Tagetes erecta,Tagetes erecta,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tagetes,erecta,Tagetes erecta L.,EXACT,99
tagetes-patula,Tagetes patula,Tagetes patula,species,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tagetes,erecta,Tagetes patula L.,EXACT,98
tagetes-spec,Tagetes spec.,Tagetes spec.,genus,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Tagetes,,Tagetes L.,HIGHERRANK,94
tamarix-spec,Tamarix spec.,Tamarix spec.,genus,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Tamaricaceae,Tamarix,,Tamarix L.,HIGHERRANK,94
taraxacum-spec,Taraxacum spec.,Taraxacum spec.,family,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,,,Asteraceae,HIGHERRANK,92
tasgius,Tasgius,Tasgius,genus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Tasgius,,"Tasgius Stephens, 1829",EXACT,94
tegenaria-domestica,Tegenaria domestica,Tegenaria domestica,species,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Tegenaria,domestica,"Tegenaria domestica (Clerck, 1757)",EXACT,97
tegenaria-parietina,Tegenaria parietina,Tegenaria parietina,species,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Tegenaria,parietina,"Tegenaria parietina (Fourcroy, 1785)",EXACT,99
tegenaria-spec,Tegenaria spec.,Tegenaria spec.,genus,Animalia,Arthropoda,Arachnida,Araneae,Agelenidae,Tegenaria,,"Tegenaria Latreille, 1804",HIGHERRANK,92
tenthredo-spec,Tenthredo spec.,Tenthredo spec.,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Tenthredo,,"Tenthredo Linnaeus, 1758",HIGHERRANK,92
tephritis,Tephritis,Tephritis,kingdom,Animalia,,,,,,,Animalia,HIGHERRANK,92
terellia-tussilaginis,Terellia tussilaginis,Terellia tussilaginis,species,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Terellia,tussilaginis,"Terellia tussilaginis (Fabricius, 1775)",EXACT,99
tethea-or,Tethea or,Tethea or,kingdom,Animalia,,,,,,,Animalia,HIGHERRANK,92
tetragnatha-montana,Tetragnatha montana,Tetragnatha montana,species,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,Tetragnatha,montana,"Tetragnatha montana Simon, 1874",EXACT,99
tetramorium-caespitum,Tetramorium caespitum,Tetramorium caespitum,species,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Tetramorium,caespitum,"Tetramorium caespitum (Linnaeus, 1758)",EXACT,99
tetraneura-ulmi,Tetraneura ulmi,Tetraneura ulmi,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Tetraneura,ulmi,"Tetraneura ulmi (Linnaeus, 1758)",EXACT,99
tetrix-spec,Tetrix spec.,Tetrix spec.,genus,Animalia,Arthropoda,Insecta,Orthoptera,Tetrigidae,Tetrix,,"Tetrix Latreille, 1802",HIGHERRANK,92
thaumatomyia-spec,Thaumatomyia spec.,Thaumatomyia spec.,genus,Animalia,Arthropoda,Insecta,Diptera,Chloropidae,Thaumatomyia,,"Thaumatomyia Zenker, 1833",HIGHERRANK,94
thelaira-nigripes,Thelaira nigripes,Thelaira nigripes,species,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Thelaira,nigripes,"Thelaira nigripes (Fabricius, 1794)",EXACT,99
thera-britannica-variata,Thera britannica / variata,Thera britannica / variata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Thera,britannica,"Thera britannica (Turner, 1925)",HIGHERRANK,99
thera-obeliscata,Thera obeliscata,Thera obeliscata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Thera,obeliscata,Thera obeliscata (Hübner),EXACT,99
thereva-cinifera,Thereva cinifera,Thereva cinifera,species,Animalia,Arthropoda,Insecta,Diptera,Therevidae,Thereva,cinifera,"Thereva cinifera Meigen, 1830",EXACT,99
thinornis-dubius,Thinornis dubius,Thinornis dubius,genus,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Thinornis,,"Thinornis G.R.Gray, 1844",HIGHERRANK,94
thlaspi-arvense,Thlaspi arvense,Thlaspi arvense,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Thlaspi,arvense,Thlaspi arvense L.,EXACT,99
thumatha-senex,Thumatha senex,Thumatha senex,species,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Thumatha,senex,"Thumatha senex (Hübner, 1804)",EXACT,99
thysanoptera-indet,Thysanoptera indet.,Thysanoptera indet.,order,Animalia,Arthropoda,Insecta,Thysanoptera,,,,Thysanoptera,HIGHERRANK,94
tilia-tomentosa,Tilia tomentosa,Tilia tomentosa,species,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Tilia,tomentosa,Tilia tomentosa Moench,EXACT,99
tinea-pellionella,Tinea pellionella,Tinea pellionella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tineidae,Tinea,pellionella,"Tinea pellionella Linnaeus, 1758",EXACT,99
tinocallis,Tinocallis,Tinocallis,genus,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Tinocallis,,"Tinocallis Matsumura, 1919",EXACT,94
tiphia-minuta,Tiphia minuta,Tiphia minuta,species,Animalia,Arthropoda,Insecta,Hymenoptera,Tiphiidae,Tiphia,minuta,"Tiphia minuta Linden, 1827",EXACT,99
tipula-fascipennis,Tipula fascipennis,Tipula fascipennis,species,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,fascipennis,"Tipula fascipennis Meigen, 1818",EXACT,98
tipula-lunata,Tipula lunata,Tipula lunata,species,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,lunata,"Tipula lunata Linnaeus, 1758",EXACT,99
tipula-paludosa-oleracea,Tipula paludosa/oleracea,Tipula paludosa/oleracea,species,Animalia,Arthropoda,Insecta,Diptera,Tipulidae,Tipula,paludosa,"Tipula paludosa Meigen, 1830",EXACT,97
